1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,10.6667
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,1.33333
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,1.33333
76,0,0
77,0,0
78,0,0
79,0,0
80,8,0
81,0,0
82,0,0
83,0,1
84,0,0
85,0,0
86,0,0
87,1.33333,0
88,0,0
89,0,0.333333
90,0,0
91,0,0.333333
92,0,0.333333
93,0,0
94,0,0
95,0,0
96,0,0
97,0,1.33333
98,0,0
99,0,3
100,0,0
101,0,0
102,1,0
103,0,0
104,0,0
105,0,0
106,0,7
107,0,0
108,0,3
109,0,4
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0.333333
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,1.66667
125,0.666667,0
126,0,0
127,0,8
128,0,0.333333
129,0,0
130,0,0.333333
131,0,0
132,0,0
133,0,0.333333
134,0,0
135,0,0
136,0,0.333333
137,0,0
138,0,0
139,0,0
140,0,0
141,0,1.33333
142,0.333333,1
143,0,0
144,0,0.333333
145,0,0
146,0,0.666667
147,0,15
148,0,1
149,0,0.333333
150,0,1.33333
151,1,0.333333
152,0,0.333333
153,0,0.333333
154,0,0.333333
155,0,0
156,0,0.666667
157,0,0.666667
158,0,1
159,0,0
160,0,0.333333
161,0,0.333333
162,0,0.666667
163,0,1
164,0,0.666667
165,0,0.333333
166,0,1
167,0,1.33333
168,0,1
169,0,1
170,0,1.66667
171,0,1
172,0,1
173,0,1
174,0,1
175,14,1
176,0,1
177,0,2
178,0,1.66667
179,0,1.33333
180,0,1
181,0,1.33333
182,0,1.33333
183,0,1
184,0,1.66667
185,1.33333,2.33333
186,0,1
187,0,1
188,0,1
189,0,14.3333
190,0.333333,1
191,0,1.33333
192,0,4
193,1,2.33333
194,0,5.66667
195,0,4.66667
196,0,2.33333
197,0,4.66667
198,0,2
199,1.33333,1
200,0,5
201,4,1
202,0,12.6667
203,0,7.33333
204,3.66667,1
205,0,9.33333
206,0,4.66667
207,0.333333,3
208,1.66667,1
209,0,7.33333
210,8,1
211,0,7.66667
212,0,1
213,0,1.33333
214,0,4
215,0,3.33333
216,0,1
217,0,1
218,0,1
